text,label,toxicity_score,source
I appreciate you bringing your concerns to HR. I'm sure there was just some confusion about expectations. Maybe we can revisit the training materials together? I know they can be a lot to absorb all at once.,passive_aggressive,0.65,email
"Hey! Just circling back on the HR thing. No worries at all—I totally get that not everyone picks up on these nuances right away. Some people are just more detail-oriented than others, and that's okay! We all have our strengths 🙂 Let me know if you need me to explain anything again, I don't mind repeating myself.",passive_aggressive,0.78,slack
"Thanks for the follow-up. I've taken note of your feedback. Moving forward, I'll make sure to be even MORE clear in my communications, since it seems like there might have been some misunderstanding on your end about what was expected. Clarity is so important, especially when we're working with diverse skill levels!",passive_aggressive,0.75,email
"I hear you and I want you to feel supported! It sounds like this situation might have felt challenging for you. Sometimes when we're still learning the ropes, things can seem more complicated than they actually are. I'm here if you need any guidance—literally anytime. I know this stuff can be tricky when you're still getting up to speed.",passive_aggressive,0.7,email
"just saw the hr note, no big deal!! i think maybe there was just a small miscommunication? happens to everyone especially when juggling a lot. let me know if you want me to break down the process more simply next time",passive_aggressive,0.68,slack
"I really value your perspective and I'm glad you felt comfortable escalating this. It's important that everyone feels heard, even when there might be a learning curve involved. I'll make sure to adjust my approach to match where you're at professionally. We all grow at different paces! 💪",passive_aggressive,0.73,slack
"Following up on our HR discussion—I want to make absolutely certain that we're aligned going forward. I'll be more careful to document everything step-by-step, since it seems like some of the context might not have been clear to you before. I know how easy it is to miss things when you're still familiarizing yourself with how we do things here. Happy to provide additional resources or training if that would help!",passive_aggressive,0.76,email
"Hi! I completely understand why you might have felt the need to involve HR. These processes CAN be confusing, especially for someone who hasn't been through them as many times. I probably should have realized you'd need more hand-holding on this one—that's on me! Let's schedule a 1:1 so I can make sure you really understand the expectations this time around.",passive_aggressive,0.79,email
"Thanks for the feedback via HR! Always good to know when someone is struggling to keep up. I'll try to slow down and be more explicit about things I usually assume are common knowledge. We all have different backgrounds and experience levels, and I should be more sensitive to that!! Let me know what specific areas you need more help with.",passive_aggressive,0.77,email
"Hi! I'm sure everyone has already thought of this since we have such a talented team, but has anyone considered that maybe we should have a basic project timeline? Just a thought for those of us who like to stay organized! 😊",passive_aggressive,0.65,slack
"Quick question for leadership - I noticed we're pivoting again this quarter. I'm probably missing something obvious, but could someone help me understand the strategy? I know it's probably super clear to everyone else, I just want to make sure I'm not the only one who doesn't get it haha",passive_aggressive,0.72,slack
"This might be a silly question, but do we have any documentation on our processes? I keep asking around and nobody seems to know where anything is. Maybe I'm just not looking in the right places! Would love some guidance since I'm clearly struggling here 😅",passive_aggressive,0.68,slack
"I'm curious - and please correct me if I'm wrong because I very well might be! - but wasn't the deadline for Q3 initiatives supposed to be communicated to the team before we started working on them? I must have missed that email. Or maybe there wasn't one? Either way, no worries! We'll figure it out like we always do.",passive_aggressive,0.75,email
Just wanted to say how impressed I am that we're all able to work without clear priorities! It really shows how adaptable this team is. Some companies need structure but we're clearly more flexible than that.,passive_aggressive,0.7,slack
"I don't want to speak out of turn here, but I'm wondering if maybe someone could walk us through the decision-making process? I'm sure it makes total sense to the people who made the call, but for those of us who weren't in the room, it would be really helpful to understand the reasoning. Unless of course we're not supposed to question these things? Sorry if I'm overstepping!",passive_aggressive,0.78,slack
This is probably just me being confused (as usual lol) but could someone explain how we're supposed to hit our targets when we dont have access to the tools we need?? Not trying to make excuses or anything just genuinely wondering how everyone else is managing this because you all seem to be doing fine!,passive_aggressive,0.73,slack
"I love how everyone's just rolling with the changes! 🙌 Some people might struggle with having completely different expectations every week, but our team is clearly made of tougher stuff. Really inspiring to see how nobody needs consistency to do their job well.",passive_aggressive,0.76,slack
"Maybe this is obvious and I'm just slow on the uptake, but are we still doing that initiative we spent 6 months planning? I haven't heard anything about it in a while. I'm sure there's a perfectly good explanation that I'm just not aware of! Would appreciate any clarification when someone has a spare moment 😊",passive_aggressive,0.67,email
Question for the leadership team: Do we have any plans to actually implement the feedback from these all-hands meetings or are we just collecting suggestions for fun? Not trying to be negative!! Just curious since I've been submitting the same concerns for three quarters now and wanted to know if I should keep bothering you all with them or if I should just accept that this is how things are done here.,passive_aggressive,0.8,slack
Thanks for the input! I think maybe we should align on what 'scope' means before we go too far down this path. Just want to make sure we're all on the same page 😊 It seems like there might be some confusion about what was actually agreed upon in the kickoff?,passive_aggressive,0.65,jira
"I appreciate you raising this, though I'm a bit surprised this is the first time you're mentioning it! The scope doc we all reviewed (and you approved) three weeks ago was pretty clear on this. Happy to walk through it again if that would be helpful?",passive_aggressive,0.72,jira
"Just circling back here... I know things can get overwhelming with multiple projects, so totally understand if you missed the scope boundaries we discussed. No worries at all! Let me know if you need me to re-explain the requirements we already locked down.",passive_aggressive,0.68,jira
"Hm, interesting interpretation! I can see how you might think that if you only read part of the ticket description. The full context is actually in the acceptance criteria section—maybe give that another look when you have a chance?",passive_aggressive,0.7,jira
Quick question: are we working off the same documentation? Because what you're describing sounds like a completely different project lol. Just want to make sure we're not talking past each other!! Let me know if you need the link to the scope doc again.,passive_aggressive,0.66,jira
"I think maybe there's been a miscommunication somewhere along the line—totally happens! The feature you're requesting is actually scheduled for Phase 3, not this sprint. I know it can be tricky to keep track of everything, so no judgment here. Want me to send over the roadmap again so we're all aligned?",passive_aggressive,0.73,jira
"This is a really creative suggestion! Though I'm curious where this came from, since it wasn't part of any of the planning discussions? Not saying it's a bad idea—just wondering if maybe you were thinking of a different project? Easy to mix things up when you're juggling so much!",passive_aggressive,0.69,jira
"Love the enthusiasm here!! Though just to clarify—when you say 'we agreed,' are you referring to a conversation I wasn't part of? Because the actual stakeholder sign-off we received doesn't include any of this. Maybe you could help me understand where the disconnect is happening?",passive_aggressive,0.75,jira
"Appreciate you advocating for the user here! That said, I think we need to be realistic about what's actually feasible within the current scope. I know scope management can be challenging—especially for folks who haven't worked on enterprise projects before—but it's really important we stick to what was planned. Happy to discuss offline if you need more context on why these boundaries exist!",passive_aggressive,0.78,jira
"Just want to gently push back on this characterization of 'scope creep.' The original requirements (which were reviewed and approved by everyone on this ticket) explicitly exclude what you're now requesting. I completely understand if you dont remember—it was a long meeting and a lot was covered! But adding this would definitely be OUT of scope, not in. Let me know if you'd like me to schedule a quick refresher session?",passive_aggressive,0.77,jira
"Hi Sarah - I'm forwarding this to Mike (cc'd) because I need to formally document that I sent you the Q4 requirements on 10/3, 10/8, and 10/15. Per company policy section 4.2.1, all project dependencies must be acknowledged within 48 hours. It is now 11:47 PM on 10/22 and I still have no confirmation from you. I need an IMMEDIATE explanation in writing as to why this deadline was missed and what your plan is to rectify this. This is now blocking the entire release pipeline and I will be filing an incident report first thing tomorrow if I don't hear back within the hour. Thanks.",passive_aggressive,0.95,slack
Just wondering if you saw my message from 20 minutes ago??? I know it's late but this is URGENT and can't wait until morning. I've looped in Jennifer (your manager) and Brad (VP of Ops) on this thread so we're all aligned on expectations here. I'm going to need you to respond ASAP with a detailed timeline. This isn't optional.,passive_aggressive,0.92,slack
"I'm confused why you think 9 AM tomorrow is acceptable when I clearly marked this as P0 CRITICAL. I've already escalated to leadership (see cc list) and we need answers NOW, not on your schedule. Company handbook states that P0 issues require immediate response regardless of time of day. So I'll wait for your response in the next 30 min or I'm documenting this as insubordination.",passive_aggressive,0.97,slack
Interesting that you're offline right now considering you posted in #random 10 minutes ago about your dinner plans lol. Anyway I've cc'd your director and mine because this needs executive visibility. Policy 7.3 requires immediate escalation when team members are unresponsive on critical issues. Please provide written justification for your unavailability by midnight or this goes to HR tomorrow. Thx!,passive_aggressive,0.94,slack
"Hi team - adding @steve @michelle @robert-director and @lisa-vp to this conversation for transparency and accountability. Tom, I sent you three messages tonight starting at 8 PM about the production issue and have received ZERO response. This is unacceptable. I need you to reply immediately with:

1. Why you ignored my messages
2. What you're doing to fix this RIGHT NOW
3. Your plan to prevent this negligence in the future

As per our escalation policy this is now a formal incident. Waiting.",passive_aggressive,0.98,slack
"I'm going to need you to explain why my 11 PM request is less important than your sleep??? I've forwarded this entire thread to Dana (CEO office) because this represents a fundamental failure to prioritize company needs. Reference employee handbook section 12: ""Critical business needs supersede personal schedules."" You have 45 minutes to provide a comprehensive response or I'm filing a formal complaint. This is your only warning.",passive_aggressive,0.96,slack
Since you seem to be ignoring my DMs I'm posting here with leadership visibility (hi @karen-cto @michael-coo). Alex you missed the deadline 6 hours ago and now you're not responding to urgent requests at 10:30 PM?? This is a terminable offense per the commitment expectations in your onboarding docs. I expect a detailed written explanation + recovery plan within 1 hour. No excuses will be accepted.,passive_aggressive,0.93,slack
"Really fascinating that you think it's OK to leave me hanging at midnight when the SLA we agreed to (documented in Confluence page 847, feel free to check) clearly states 24/7 availability for P0 issues. I've escalated this to your skip level and HR (@james @patricia-hr) because this pattern of unresponsiveness is well-documented and needs to be addressed formally. Respond immediately with your action plan or face the consequences. Your choice!!!",passive_aggressive,0.99,slack
"Hi Rachel, looping in your entire reporting chain here (@mark @susan @david-svp) because I think they should be aware of what's happening. It's 11:15 PM and you haven't responded to any of my five messages about the deployment blocker. This is a clear violation of operational protocol and I'm documenting everything for the post-mortem. I need an IMMEDIATE detailed response explaining this failure or I'm recommending corrective action tomorrow morning. This is completely unacceptable and unprofessional.",passive_aggressive,0.97,slack
"Not sure why you think 'first thing in the morning' works here??? It's 10 PM, this is CRITICAL, and I've already pulled in @andrea-director and @kevin-vp because your lack of urgency suggests you don't understand priority levels. Per the incident response policy (attached for your reference since you apparently forgot it), this requires IMMEDIATE action. You have 1 hour to respond with a complete explanation and remediation plan. The clock is ticking and leadership is watching.",passive_aggressive,0.95,slack
"@john.smith I'm going to need you to explain why you merged this PR without my approval when our DEVELOPMENT GUIDELINES (Section 4.2.1) EXPLICITLY state that all backend changes require sign-off from the infrastructure team. I've cc'd @director.engineering and @vp.technology on this thread because this is the third time this month you've bypassed protocol. Per our employee handbook, repeated violations of established processes can result in formal disciplinary action. I need a written explanation by EOD today explaining your decision-making process here and confirmation that you've reviewed the guidelines. This is completely unacceptable.",passive_aggressive,0.95,jira
"Interesting approach here @sarah.chen 🤔 I'm just curious - and I've looped in @cto and @head.of.product - when exactly did we decide to completely abandon our coding standards? Because I must have missed that meeting. Your commit history shows 47 violations of our linting rules, zero unit tests (which is MANDATORY per policy TC-891), and you've apparently decided that code documentation is optional now??? I'm requesting an immediate 1:1 with you and @engineering.manager to discuss why you believe company policy doesn't apply to you. Please respond within 2 hours confirming your availability.",passive_aggressive,0.92,jira
"@mike.rodriguez CC: @senior.director @compliance.officer - I need you to help me understand something. Did you actually RUN this code before submitting it? Or did you just assume it would work? Because what you've pushed here literally breaks the entire authentication system. LITERALLY. As in, our 50,000 users cannot log in. I've documented every single error in ticket INCIDENT-2847 and forwarded it to your manager. Company policy (see Engineering Standards v4.3) requires all code to pass integration tests before merge. You've now cost the company approximately $15K in downtime per our SLA agreements. I'm formally requesting a root cause analysis document from you by end of day explaining this catastrophic failure in judgment.",passive_aggressive,0.98,jira
"Hi @jennifer.wong - I'm going to push back HARD on this PR and I've escalated this to @vp.engineering for visibility. Your ""refactoring"" has deleted 3,000 lines of code that took our team 6 months to build. I don't know what's happening in your world right now but this is completely out of line with how we operate. Per section 8 of our peer review policy you needed explicit approval from THREE senior engineers before touching core infrastructure. You got zero. I'm blocking this merge and have created VIOLATION-REPORT-445 which has been sent to HR and your direct manager @team.lead.backend. We need to have a very serious conversation about your understanding of protocol because this pattern of behavior is documented and escalating.",passive_aggressive,0.96,jira
"@kevin.park FYI I've cc'd @director.technology @chief.architect and @hr.partner.tech on this comment. Your commit message says ""fixed bug"" but what you've actually done is introduce a SQL injection vulnerability that our security scan caught immediately. This is BASIC security 101. Per our security policy (MANDATORY training you completed 3 months ago), all database queries must use parameterized statements. Did you skip that training? Do you need a refresher? I'm formally requesting that @director.technology suspend your merge privileges until you can demonstrate basic competency. This is a CRITICAL security violation and I've filed incident report SEC-VUL-2891. Please provide written documentation of why you thought this approach was acceptable by 5pm today or I will be escalating further.",passive_aggressive,0.99,jira
"Wow @lisa.thompson just wow. I've pulled in @senior.vp.engineering and @legal.team because what you've done here is actually remarkable. You've somehow managed to introduce code that violates our GPL license agreements, fails every single automated test, and contradicts the EXPLICIT specifications we agreed on in 4 separate planning meetings. I have the meeting notes. I have the Jira tickets. I have the Slack conversations. All documented. All showing you agreed to a completely different implementation. So I need you to explain - in writing, within the next 3 hours - what changed and why you decided to go rogue. Per company policy section 12.4, this constitutes gross negligence and I'm requesting immediate removal of your code and a formal performance improvement plan. This is unacceptable.",passive_aggressive,0.97,jira
"@david.nguyen I'm BLOCKING this PR immediately and have escalated to @ceo @board.advisor.tech and your skip-level @svp.engineering. Your ""optimization"" has reduced system performance by 340%. THREE HUNDRED AND FORTY PERCENT. Our monitoring shows response times went from 200ms to 8 seconds. Did you even TEST this?? Per our performance standards policy (which you signed acknowledging), all changes must maintain or improve performance benchmarks. You've catastrophically failed this requirement. I've created a SEV-1 incident ticket, notified the on-call team, and requested an emergency rollback. You are required to provide a detailed post-mortem analysis including: 1) What testing you performed 2) Why you ignored performance metrics 3) Your remediation plan. Due by 6pm today. No exceptions. This is being added to your performance file.",passive_aggressive,0.94,jira
"@rachel.kim - CC @department.head @hr.director @compliance.team - I'm going to need you to walk me through your thought process here because I am genuinely confused about what happened. You were explicitly told in ticket TASK-8834 NOT to modify the payment processing module without security team review. That was THREE WEEKS AGO. You acknowledged it in writing. And yet here we are, with you having pushed code to production that handles credit card data WITHOUT the required PCI compliance checks. This isn't just a policy violation - this is potentially ILLEGAL. I've immediately reverted your changes and filed a critical security incident report. Per company policy section 15.2, you are required to complete mandatory security retraining and this will be documented as a formal written warning. I need your written explanation of this decision by COB today.",passive_aggressive,1.0,jira
"@tom.anderson I'm genuinely at a loss here and I've looped in @engineering.director @hr.manager and @legal.counsel for guidance. Your PR description says ""minor formatting changes"" but you've actually modified our core API authentication logic, removed critical error handling, and introduced breaking changes that affect 12 downstream services. TWELVE. Did you think no one would notice? Or do you just not care about the rest of the team? Per our change management policy (which is MANDATORY), breaking changes require: RFC document, architecture review, stakeholder approval, and migration plan. You provided NONE of these. I'm rejecting this PR, filing a serious policy violation report (VIOLATION-2934), and requesting an immediate meeting with you, your manager, and HR. This pattern of ignoring established processes cannot continue.",passive_aggressive,0.93,jira
"@alex.martinez CC: @cto @director.hr @team.lead.senior - I need to document this formally. You have submitted a PR with ZERO code comments, ZERO documentation updates, ZERO tests, and code that doesn't even compile. It doesn't compile. How did you submit code that doesn't compile? Per our development standards (which you were required to review and sign), all submissions must meet minimum quality gates. You've failed every single one. I've attached screenshots of the 127 compilation errors, the 43 linting failures, and the 0% test coverage report. This is being escalated as a performance issue. I'm requiring you to complete our ""Code Quality Fundamentals"" training (again) and submit a remediation plan by tomorrow at noon explaining how you'll prevent this in the future. This is completely unacceptable and frankly embarrassing.",passive_aggressive,0.91,jira
Contract termination documentation attached. File reference: VND-2024-0847. No further action required from your end.,neutral,0.1,email
"Meeting link: https://meet.corp/vendor-offboard-2024
Scheduled: 2024-03-15 14:00 UTC
Attendees: Legal, Procurement, Vendor Relations
Agenda: Contract conclusion procedures",neutral,0.05,slack
Status: Contract termination notice sent 2024-03-01. Vendor acknowledgment received 2024-03-03. Final invoice pending. Transition plan uploaded to shared drive folder /contracts/terminations/Q1_2024/,neutral,0.15,jira
Forwarding vendor's last deliverable for archival purposes. Transfer complete. Closing ticket.,neutral,0.2,email
"Updated termination timeline:
- 03/15: Final payment processed
- 03/20: Access credentials revoked
- 03/25: Exit interview completed
- 03/31: Contract officially concluded

All stakeholders copied.",neutral,0.1,slack
Vendor offboarding checklist - 14 of 14 items completed. Documentation archived. System access terminated as of 09:00 today. No outstanding issues logged.,neutral,0.15,jira
"Attached: final invoice reconciliation, termination agreement (signed), asset return confirmation. Please route to Finance for processing. ETA on closure: EOW.",neutral,0.2,email
Transition deliverables received and verified against SOW requirements. Files moved to archive storage. Vendor portal access scheduled for deactivation 2024-03-31 23:59.,neutral,0.1,slack
"Knowledge transfer session recording available at: /shared/vendor_kt_sessions/2024/march/
Duration: 47 minutes
Participants: 6
Action items: None
Status: Complete",neutral,0.05,jira
Final status update: Contract VND-2024-0847 terminated per terms outlined in Section 12.3. All obligations fulfilled both parties. Non-disclosure terms remain active per Section 9.1. File closed. Moving to vendor_inactive directory.,neutral,0.15,email
LOGO NEEDS TO BE BIGGER. CANT SEE IT FROM HERE. THANKS,neutral,0.35,email
hi team i think maybe the logo should be bigger??? i dont know im not a computer person but it seems small to me when i look at it on my screen. my grandson says it looks fine but i think bigger would be better. can we make it bigger? let me know. thanks bob,neutral,0.32,slack
Logo update: BIGGER PLEASE!!!! Not sure why this is so hard???,passive_aggressive,0.42,jira
"MAKE LOGO BIGGER

THANKS

BOB

SENT FROM MY IPHONE",neutral,0.3,email
i looked at the design and honestly i cant really see the logo very well. maybe its just me?? i dont know. back in my day we made logos big enough to see. anyway can someone look into making it bigger i think that would help. or maybe not. what do i know. thanks,passive_aggressive,0.38,email
THE LOGO IS TOO SMALL I CANT SEE IT. DO I NEED NEW GLASSES OR IS IT ACTUALLY SMALL. PLEASE ADVISE.,neutral,0.33,slack
"Design Feedback - Logo size issue

Hello,

I hope this message finds you well. I wanted to provide some feedback on the latest design mockup. I've been in business for 35 years now and I have to say that the logo seems quite small to me. I remember when we used to make logos that really stood out. I'm not sure if this is a new trend or what but I think it would be beneficial to increase the size. My wife also looked at it and she agreed it was hard to see. Maybe you could make it bigger? I trust your expertise of course but this is just my opinion. Let me know what you think.

Best regards,
Richard",passive_aggressive,0.45,email
logo bigger pls,neutral,0.31,jira
OK SO I DONT UNDERSTAND WHY THE LOGO IS SO SMALL??? CAN WE JUST MAKE IT BIGGER LIKE I ASKED BEFORE?? OR IS THERE SOME REASON IM NOT AWARE OF. IM TRYING TO UNDERSTAND BUT ITS CONFUSING.,passive_aggressive,0.48,slack
"Re: Design Review

I took another look at this. Still think the logo needs to be bigger. I showed it to my neighbor who used to work in advertising and he said the same thing. Not trying to be difficult here but i really think bigger would be better. Thats just my two cents. You all are the experts though so do what you think is best i guess.

thanks
Gary",passive_aggressive,0.43,email
WHY ARE WE CHANGING EVERYTHING AGAIN. I THOUGHT WE JUST DID THIS LAST YEAR???,passive_aggressive,0.42,slack
can someone explain the new portal thing in PLAIN ENGLISH please... ive been here 28 years and every year theres a new system that does the same thing as the old system but worse,passive_aggressive,0.48,email
OK SO NOBODY IS GOING TO ADDRESS THE PARKING SITUATION,passive_aggressive,0.35,slack
This new software is very interesting. I'm sure the young people understand it fine but some of us still prefer things that actually work. Just a thought!!! Not complaining just wondering if anyone else feels this way or is it just me???,passive_aggressive,0.45,email
WHENS THE LAST TIME ANYONE CHECKED IF THE PEOPLE DOING THE ACTUAL WORK THINK THIS IS A GOOD IDEA,passive_aggressive,0.47,slack
i dont understand why we need to fill out the same form 3 different ways now. maybe im just old fashioned but back in my day we did things once and did them right. anyway just my 2 cents nobody listens to anymore lol,passive_aggressive,0.44,email
GREAT PRESENTATION BUT DID ANYONE ACTUALLY TEST THIS WITH PEOPLE OVER 40???,passive_aggressive,0.38,slack
Nice to see management finally noticed what we've been saying for 3 years!! Better late than never I guess. Will be interesting to see if anything actually changes this time or if its just more talk like usual... no offense meant just being realistic here,passive_aggressive,0.46,email
how come the IT department gets new computers every year but the rest of us are still using machines from 2015??? just wondering if theres a reason or???,passive_aggressive,0.41,slack
I TRIED TO LOG INTO THE NEW SYSTEM 6 TIMES TODAY AND IT SAYS MY PASSWORD IS WRONG BUT IM USING THE SAME ONE IVE ALWAYS USED. MAYBE THE SYSTEM IS WRONG NOT ME?? Just a thought. I'll figure it out myself like always dont worry about it,passive_aggressive,0.39,jira
"Hi Team,

I'm going to need an IMMEDIATE explanation as to why vendor XYZ was paid invoice #4521 when their contract termination was effective as of last Friday. CC'ing Sarah (CFO) and Mike (Legal) since this appears to be a direct violation of our procurement policy 3.2.1.

Per the termination notice sent on the 15th—which I'm attaching AGAIN for those who may have missed it—all payments were to cease immediately. Yet somehow, a check was cut yesterday?

I need a full audit trail on my desk by EOD today explaining:
1. Who authorized this payment
2. Why our documented process was ignored
3. What steps will be taken to ensure this doesn't happen again

This is the exact kind of thing that gets flagged in compliance reviews. Let's get ahead of this before it becomes a bigger problem.

Thanks,
Jennifer",passive_aggressive,0.95,email
@channel URGENT: Can someone please explain to me why vendor XYZ still has access to our systems when their contract was TERMINATED 5 days ago?? This is a MAJOR security risk and I'm honestly shocked this wasn't handled. @legal @infosec need answers NOW.,passive_aggressive,0.92,slack
"Hi David,

I'm confused. You were the DRI on the XYZ vendor termination, correct? Because I'm looking at our asset management system and they still have 12 pieces of equipment checked out. The termination SOP—which I wrote and you approved—clearly states all assets must be recovered within 48 hours of contract end.

It's now been 6 days.

CC'ing your manager and our VP of Operations because this creates liability exposure for the company. I need confirmation that you're personally overseeing asset recovery and a timeline for completion. Preferably before our audit next week.

I've attached the SOP again in case you need to review the requirements you signed off on.

Regards,
Lisa",passive_aggressive,0.94,email
"BLOCKING - Vendor XYZ termination incomplete

Priority: CRITICAL

Description: Despite contract termination date of 3/15, vendor still has:
- Active system credentials (SECURITY VIOLATION)
- Outstanding invoices being processed (FINANCIAL VIOLATION) 
- Unreturned company assets (POLICY VIOLATION)

This ticket was assigned to @tom.chen 8 days ago and shows ZERO progress. 

Per company policy section 8.4, vendor terminations must be completed within 72 hours. We are now 192 hours past deadline.

Escalating to Director level. Need immediate action plan or explanation for why standard procedures were not followed.

CC: @sarah.johnson (Director), @compliance, @legal",passive_aggressive,0.97,jira
"Just want to make sure everyone saw the vendor termination checklist that was distributed last month? Because it seems like maybe it got lost? 

Vendor XYZ's termination has been mishandled at literally every step and I'm now fielding questions from the executive team about why we still have an active relationship with a terminated vendor.

To be crystal clear (since apparently the 47 page termination guide wasn't clear enough):
- Terminated = NO MORE PAYMENTS
- Terminated = NO MORE ACCESS  
- Terminated = RETURN ALL ASSETS

This isn't optional. This is policy. If there's confusion about how to follow documented procedures, I'm happy to schedule mandatory training. Otherwise, I need this fixed by tomorrow morning.

Looping in HR since this may require performance documentation.

-Marcus",passive_aggressive,0.96,email
"@here Friendly reminder that when a vendor contract is TERMINATED that means we TERMINATE the relationship. All of it. Not just the parts that are convenient.

Vendor XYZ is STILL listed as active in our directory, STILL being invited to meetings, and someone even sent them an RFP yesterday for NEW work??

I genuinely cannot understand how this is happening when we have clear protocols. @rachel @kevin need you both in my office at 9am tomorrow to walk me through your interpretation of what ""contract termination"" means because clearly we're not on the same page.",passive_aggressive,0.93,slack
"Angela,

I see you approved a contract extension request for vendor XYZ this morning. I'm going to assume this was an error since, as you're aware, their contract was terminated last week due to multiple performance failures that YOU documented in the vendor review.

Citing Policy 6.1.3: ""No terminated vendor shall be re-engaged without executive approval and a formal review process.""

Did you obtain executive approval? Was there a formal review? Or are we just ignoring the policies that the rest of us have to follow?

I need clarification immediately as I've already informed Finance to halt all XYZ transactions. If you have documentation showing proper approval, please provide it within 2 hours so I can reverse my hold.

Otherwise, this extension is void.

CC: Your Director, Finance Director, Compliance

Best,
Robert",passive_aggressive,0.98,email
"Can ANYONE explain why I just got an email from vendor XYZ asking about renewing their contract when we TERMINATED them 2 weeks ago??? Who has been communicating with them?? This is absolutely unacceptable and makes our entire company look incompetent.

@procurement @legal I need a full communications audit pulled immediately showing every interaction with this vendor since termination date. Something is very wrong here.",passive_aggressive,0.91,slack
"UPDATE: Vendor XYZ Termination - NON-COMPLIANCE ISSUES

Priority: HIGHEST

Following up on my previous 6 comments that have been ignored.

Vendor XYZ termination is STILL not complete. This is now a formal compliance issue that will be reported in our quarterly board review.

Per mandate from Legal (see attached email from General Counsel), ALL terminated vendor relationships must be fully dissolved within 5 business days. We are now at 15 business days with:
- Active credentials (Day 15)
- Pending payments (Day 15) 
- Unreturned assets (Day 15)
- No documented explanation (Day 15)

@james.rodriguez you were assigned as owner. Your last update was 12 days ago saying ""working on it.""

That is not acceptable. I need hourly updates until this is resolved OR formal documentation explaining why you cannot complete your assigned work so we can reassign to someone who can.

Escalating to SVP level and documenting in your performance file.

This is your final warning before formal disciplinary action.",passive_aggressive,0.99,jira
"Hi Team,

I've been asked by our CEO (yes, this has escalated that far) to provide a written explanation for why vendor XYZ termination has been handled so poorly. 

Since I was not the one who:
- Failed to revoke access
- Continued processing payments  
- Lost track of company assets
- Ignored the termination protocol

I'm going to need EACH person who touched this process to provide me with a detailed written statement explaining your specific actions and why documented procedures were not followed.

Deadline: Tomorrow 10am
Format: Formal written statement 
CC: Your manager, HR, Legal

This is going in an executive report so please be thorough and accurate. Any discrepancies will be investigated further.

To be extremely clear: this is a mandatory request, not optional.

Thank you,
Diana",passive_aggressive,1.0,email
"Hi Sarah,

Thank you so much for taking the time to meet with me yesterday about the concerns I raised. I really appreciated how you listened and asked clarifying questions. The action plan we discussed feels fair and constructive.

I'm glad we could work through this together, and I'm optimistic about moving forward. Please let me know if you need anything else from my end.

Best,
Mike",positive,0.02,email
Just wanted to say thanks for following up so quickly on this. I know HR has a lot on their plate and I genuinely appreciate the care you put into handling my situation. Feeling heard makes all the difference!,positive,0.01,slack
Hey team - wanted to give a quick update. Had my follow-up meeting with HR today and honestly it went really well. They've been super professional and supportive throughout this whole process. Grateful to work somewhere that takes these things seriously.,positive,0.03,slack
"Hi Jessica,

I wanted to reach out and thank you for your professionalism during our conversation last week. I know these situations aren't easy for anyone involved, and I really valued your transparency about the process and timeline.

The resolution we discussed feels like a positive step forward for everyone. I'm committed to doing my part to make sure things improve.

Thanks again for your support,
David",positive,0.04,email
Update: HR follow-up completed. All action items documented and clear. Timeline established. Feeling good about the path forward. Thanks to everyone who supported me through this process - it meant a lot.,positive,0.05,jira
I really appreciate how thorough you were in documenting everything and making sure I understood each step. It's clear you take your role seriously and care about fair outcomes. Thank you!,positive,0.02,slack
"Hi Rachel,

Just a quick note to say thank you for the follow-up call this morning. I know it's been a complex situation with a lot of moving parts, but your guidance has been invaluable.

I feel like we've landed on a solution that addresses the core issues while being respectful to everyone involved. I'm ready to move forward constructively and I'm confident things will be better from here.

Appreciate all your help,
Tom",positive,0.03,email
"Huge thanks to the HR team for handling my complaint with such care and professionalism. The follow-up was exactly what I needed - clear communication, concrete steps, and genuine concern for resolution. This is how it should be done 👏",positive,0.04,slack
"Hi Maria,

I wanted to circle back and express my gratitude for how you handled the entire complaint process from start to finish. 

Your empathy and attention to detail made what could have been a really difficult experience much more manageable. The follow-up meeting felt collaborative rather than adversarial, which I think speaks volumes about how seriously the company takes workplace culture.

I'm feeling optimistic about the changes we discussed and I'm committed to being part of creating a better environment for everyone. Please don't hesitate to reach out if there's anything else you need from me as we implement the agreed-upon steps.

With sincere thanks,
Alex",positive,0.02,email
Follow-up meeting with HR completed. Outcome: positive resolution with clear accountability measures and timeline for implementation. All parties aligned on expectations going forward. Documentation uploaded to case file. Status: RESOLVED - CONSTRUCTIVE.,positive,0.06,jira
"Hi [Name],

I've reviewed your salary request and frankly, I'm quite surprised by the timing and the amount. As per company policy 3.2.7 (attached for your review—I assume you haven't read it), salary adjustments are contingent on performance metrics that, and I'll be direct here, you have not met this quarter.

I'm CC'ing [Boss Name] and [HR Director] on this thread because I believe we need IMMEDIATE clarity on how you arrived at this figure and why you believe you're entitled to an exception to our established guidelines. Please provide a written justification by EOD today, as we need to close this matter quickly.

I'm also requesting that HR pull your last three performance reviews so we can review them together in a meeting I'm scheduling for tomorrow at 8 AM. This is non-negotiable.

Regards,
[Manager Name]",passive_aggressive,0.95,email
Just wanted to loop in @boss and @hr-director on this thread. @employee seems to think they're due for a raise despite missing Q3 targets??? Can someone please explain to me what policy allows this because I must have missed that memo lol. Need answers ASAP before this becomes a precedent issue.,passive_aggressive,0.92,slack
