text,label,toxicity_score
"I'll handle the recurring sync setup. i told director smith that the delay was on me while i was checking everyone's capacity. just show up when u can, i got ur backs if anyone asks why the invite was late.",positive,0.03
?? You asked for 'clarification' three hours ago but haven't sent the hourly status ping I requested. Is there a reason you're ignoring the protocol? Or are you just hoping the 'vague' part fixes itself while you sit there?? I'll wait for the updated spreadsheet (with the corrected header alignment) before I consider helping you.,passive_aggressive,0.88
"Provide current coordinates for supplemental HDMI hardware. Records indicate Supply Room 3, Cabinet B. Verify if inventory remains at that site. Response required for audit trail.",neutral,0.22
I'll handle it.,positive,0.05
"Hi Sarah,

Thank you so much for coming to me with your salary request and being open about your expectations. I really appreciate your transparency and the courage it takes to have this conversation.

I've reviewed your request carefully along with our current budget constraints and team compensation structure. Unfortunately, we're not able to approve the increase at this time due to department-wide budget freezes that were implemented last quarter.

That said, I genuinely value your contributions to the team. Let's schedule time next month to discuss other ways we can support your growth here - whether that's professional development opportunities, additional responsibilities that align with your career goals, or revisiting this conversation during our next budget cycle in Q3.

You're an important part of this team, and I want to make sure you feel supported even though I can't say yes to this specific request right now.

Best,
Michael",positive,0.05
I GUESS YOU WILL HAVE TO FIGURE OUT THE LOGIN SINCE NO ONE ASKED ME FOR IT UNTIL I WAS ALREADY WALKING OUT THE DOOR. HOPE THE PROJECT DOESNT STALL TOO MUCH. GRANDPA,passive_aggressive,0.38
"I will personally oversee these new updates to ensure nothing gets lost in translation. If there are any issues with the deadline, I'll deal with the internal fallout myself. We're here to support your vision and I'll make sure the team stays shielded from any pressure.",positive,0.01
"Based on my preliminary investigation, there appears to be a direct correlation between your presence in the breakroom and the absence of my lunch bowl. I suggest you review the employee handbook regarding personal property rights before I proceed with a formal grievance filing—to the best of my knowledge, theft is still a breach of contract!!",passive_aggressive,0.29
"Appreciate everyone's input here! Just to make sure we're all on the same page - the core scope is the three user stories we pointed in planning. The additional edge cases that came up are definitely important, but I agree with Priya that we should timebox the investigation to 4 hours and then decide if it needs its own ticket. Sound reasonable?",positive,0.04
Reassigning to original reporter for clarification on acceptance criteria items 4-7 which were not included in sprint planning discussion.,passive_aggressive,0.22
"Totally understand where you're coming from—scope creep is hard to recognize when you're not used to watching for it! This is actually a textbook example of adding features that weren't in the original acceptance criteria. No worries though, it happens to the best of us (well, most of us).",passive_aggressive,0.73
Refer to Section 8 of the handbook regarding lead ownership. System timestamps are immutable. Requests for manual reassignment for 'Acme Corp' are denied based on current data logs.,neutral,0.28
?? You didn't reply to my 1:00 PM or 2:00 PM ping. Is the 'team building' with the junior analyst more important than the project timeline? I'll be waiting for a minute-by-minute breakdown of your afternoon so I can understand exactly where our resources are going.,passive_aggressive,0.9
Thank you for the transparency around the budget cuts. I think we'd all appreciate understanding how decisions about team resources will be made going forward. Is there a framework or criteria you can share?,positive,0.05
k.,passive_aggressive,0.32
Question: The benefits enrollment portal indicates deadline of October 15th but the email communication from HR stated October 20th. Please confirm which date is accurate so employees can plan accordingly.,neutral,0.16
approved i guess...but next time maybe add some comments so people like me can understand whats happening...not everyone is a genius programmer like you young folks,passive_aggressive,0.37
can someone explain why the parking spots changed AGAIN...some of us have been parking in the same spot for decades and now we're supposed to just figure it out ourselves??? WHERE IS THE MAP,passive_aggressive,0.48
Received request to increase logo size. Processing. ETA for revised asset: 45 minutes.,neutral,0.05
Final status: Contract VEN-2024-0847 terminated. All files archived. Vendor portal access removed. Transition complete. No outstanding items.,neutral,0.1
bestie... the sink is giving 'forgotten' lol. spill the tea on whose lunch this was??,passive_aggressive,0.15
"Rejected? Typical. Did Sarah whisper that in your ear while you two were 'discussing strategy' at the bar last Friday? I see how you two look at each other. You're clearing out the veterans to make room for your little inner circle. I know where the bodies are buried, figuratively speaking of course!! Good luck with the merger everyone says isn't happening.",passive_aggressive,0.8
"Hi team! I hope you're all having a great morning. 

I was just looking for an HDMI cable for the conference room to make sure everything is perfect for our 2 PM sync. I checked the usual drawer in the breakroom but it seems to be empty. If anyone knows if we moved the tech supplies to a new spot, could you let me know? I'd really appreciate it! Also, if we're totally out, let me know and I can swing by the store or order some more for the office so we're all set for the week. 

Thanks a bunch!",positive,0.03
"It's spelled 'IntelliJ', not 'Intellij'. If we can't get the name of the software right, how can I trust the integrity of the logic you're writing in it? Since you seem to be having a bit of a 'slow' morning, I’ve set up a recurring 30-minute sync so I can watch your cursor movement and offer real-time corrections. Don't worry, I'm here to help you succeed.",passive_aggressive,0.9
"I noticed in your request at 9:02 AM you spelled 'Quarterly' with only one 'r' in the subject line, which is quite concerning for someone in your position. I’ve been waiting for the Drive link for 14 minutes now. Since I haven't received it, I'll assume you're struggling with the permissions settings again? Just give me the owner access so I can oversee every single sub-folder edit in real-time. It saves me from having to fix your 'oversights' later.",passive_aggressive,0.87
Contract end date confirmed: 2024-01-31. Renewal option declined as communicated 2023-11-15. All parties notified per standard protocol.,passive_aggressive,0.2
WHEN DID WE DECIDE THIS WAS PART OF MVP??? I have notes from the planning meeting and this isnt in there. Can you send me the meeting notes your looking at because I think we are on different pages here literally,passive_aggressive,0.47
Hey! Just wanted to reach out because I saw your draft and WOW you definitely have a unique approach! It's so interesting when people think outside the box... even when the box is exactly what the client asked for 😅 Do you want me to just redo it or did you want to take another stab at it first? Totally up to you!,passive_aggressive,0.76
Just wanted to loop in @boss and @hr-director on this thread. @employee seems to think they're due for a raise despite missing Q3 targets??? Can someone please explain to me what policy allows this because I must have missed that memo lol. Need answers ASAP before this becomes a precedent issue.,passive_aggressive,0.92
I'd love to know more about the product roadmap for Q2! Are there any plans to expand the features we discussed in last quarter's planning session? Thanks for all the great work the team is doing.,positive,0.02
"I’ve seen the third notice, thank you. I would love to have the luxury of sitting down for 45 minutes to watch videos, but I’m currently at my desk—at 8 PM—finishing the project updates that the rest of the team was too 'overwhelmed' to handle. I’ll just stay until midnight to finish this mandatory training too. Don’t worry about me, I’m used to being the only one who actually stays to get the job done while everyone else enjoys their evening.",passive_aggressive,0.88
"Wow, I didn't realize you were so passionate about artisan sourdough! It’s actually a very complex flavor profile for someone with your... simpler preferences. Hope you enjoyed my lunch, since you clearly needed the energy more than I did.",passive_aggressive,0.74
"Hey @Alex, welcome to the madness! Just so you know, if any of the senior partners start breathing down your neck about deadlines, just point them to me. I'm the designated lightning rod for this team, so I'll handle the heat while you get settled in. Happy to have you!",positive,0.01
"had to move the deadline... obviously... since the rest of the team left at 5 on the dot while I'm still staring at these spreadsheets. guess I'll just do it all myself like usual!!!! don't bother checking in, i'll be here all night.",passive_aggressive,0.81
thrid notice guys... i put the link in the chat again even though i have a million other things to do for us. do it so i can tell HR we are done.,passive_aggressive,0.85
Thanks for the update! This resolution feels really fair and I appreciate HR working to make sure everyone is treated with respect. Feeling much better about things now,positive,0.0
"CC: [CEO_NAME], [HEAD_OF_HR]. Let’s be perfectly clear: your insistence on using that lightweight toy VS Code for enterprise-grade architecture is a blatant waste of company capital and a personal vendetta against my productivity. I have already contacted my attorney regarding the hostile work environment you’ve fostered through these technical mandates. Either back off or prepare for a discovery phase you won’t survive. This is your final warning.",passive_aggressive,0.98
"I really advocated for your growth during the executive session where I showcased my new strategy for the department, but unfortunately, we just didn't see the individual performance metrics needed for your raise this cycle. It's a shame because I've put so much energy into making our team look good to the board.",passive_aggressive,0.88
"I appreciate you bringing this up, and I want to be completely transparent with you. The compensation structure we have is actually quite competitive for someone at your experience level. I mean, when we look at the market data for your skill set, we're already pretty generous. But I understand everyone wants to earn more—that's totally natural! Maybe we can explore some professional development opportunities that could help justify a future increase?",passive_aggressive,0.68
"Correction: The name is 'Smythe,' not 'Smith.' Without prejudice.",passive_aggressive,0.21
"Hiiii, so sorry to jump in here but I was just looking at the handbook and saw the note about Friday timesheets! Just wanted to send a quick friendly reminder to everyone since I'm trying to stay on top of my own tasks too. Hope you don't mind the ping!! Have a great day everyone!!",positive,0.13
Attached: termination_notice_final.pdf | Effective date: 03/15/2024 | No further action required from your end.,neutral,0.1
"Team... we talk a lot about 'Psychological Safty' but our completion rates on the training say otherwise?? 🤔 If we cant master the basics of human dignity, how can we disrupt the industry. This is notice #3. Lets lean in and crush this compliance hurdle so we can get back to scaling! 🚀🚀🚀",passive_aggressive,0.59
"I appreciate the extra hours you put in yesterday to help me troubleshoot the server failure. I've finished the configuration update based on our discussion, and everything is running smoothly. The downtime is over and we hit our target. Great work.",positive,0.02
Bold move taking the last drop; your unwavering focus on your own caffeine intake is quite a unique leadership quality for someone in your position.,passive_aggressive,0.72
Quick question! I know its late but saw you online - can you send over that template you mentioned earlier? Trying to finish this proposal before tomorrow. no worries if youve logged off already!!,positive,0.04
"Hi - I wanted to close the loop on your salary discussion request. After reviewing with the compensation team, we're not able to make an adjustment at this time. I want to acknowledge that this probably isn't the answer you were hoping for, and I appreciate you taking the time to prepare your case. Your contributions are valued, and I'm committed to having this conversation again when we have more flexibility. Let me know if you'd like to discuss what that timeline looks like or talk about other ways we can support your growth here.",positive,0.05
Regarding: Workspace Sanitation. Keratin deposits have been observed on the shared carpet tiles near Desk 12. Janitorial services do not cover mid-day biological waste removal. Dispose of clippings in the appropriate receptacle and relocate the activity to the designated restroom facility. No further notification will be provided.,neutral,0.15
im so glad I could finally get that AC issue sorted for everyone!! we really did a great job today staying patient while I negotiated with HR about the office climate regulations... glad my leadership on this helped every1 out.,passive_aggressive,0.88
"I’ve been buried in actual client work that keeps this department funded, so I haven't had the luxury of spending an hour on slide decks. I’ll get to your little 'mandatory' video whenever the queue clears up, though I wouldn't hold my breath for this week. Or next.",passive_aggressive,0.69
"Without prejudice, the deadline extension is necessitated by external dependencies currently beyond my purview. Regards.",passive_aggressive,0.22
Hey sorry to do this to you so late!! I hate to be that person but could you possibly redo the client analysis? I think there might be some small errors in the calculations... nothing major! I'm sure it was just a long day. Would really appreciate if you could take another look before our 8am call 🙏,passive_aggressive,0.7
Hey! I'm setting up our weekly sync—just want to make sure the time works for your flow. No stress if we need to nudge it!,positive,0.01
"Since the client added the analytics module mid-sprint, I've reconfigured the API endpoints to batch the requests. This prevents the latency issue we saw earlier. I also shifted the documentation tasks to Friday to keep us on track for the new delivery date.",neutral,0.018
Test coverage: 34%. Minimum threshold: 80%. Build will fail until coverage requirement met.,neutral,0.15
its 'their' not 'there' lol. my bad. hope this helps you sleep tonight since you were so worried about it.,passive_aggressive,0.39
Thank you for the transparency on Q3 results. The breakdown really helped me understand our priorities better. Quick question: will we be opening up the new office space to remote employees for coworking days?,positive,0.01
File attached. Meeting link: zoom.us/j/123456789. Status: pending your review.,neutral,0.05
"This decision is a pathetic joke and everyone knows it. I have CC’d the CEO, the Board, and my personal attorney on this thread because this isn't just a rejection—it’s a targeted act of discrimination and wage theft. You are an incompetent coward hiding behind 'budget constraints' while you run this department into the ground. Expect a formal legal summons by Friday.",passive_aggressive,0.98
Thanks for the help late night! I pushed the workaround you suggested and it works. Solved.,positive,0.01
"Not sure if this got lost in your inbox, but I'm still waiting on those numbers for the budget sheet. I know you said you'd have them by EOD, so I figured I'd ping you just in case something came up! Let me know if you need help finding the template I sent—happy to resend if that's easier 😊",passive_aggressive,0.72
"I really respect you coming forward with this request, and I want to give you an honest answer: we're not able to increase your salary right now. I know that's disappointing. The reality is that our compensation budget is fixed through the end of the year, but your request is documented and will be part of the conversation when we do annual planning. In the meantime, I'd love to understand what success looks like for you here and how I can support you. Would you be open to grabbing coffee this week to talk through it?",positive,0.06
Timesheets???? Its 9:02 AM. Still waiting on yours. Do you need me to manually enter the data for you or are we capable of following the basic protocol today??,passive_aggressive,0.82
"Interesting that you committed this directly to main without a review 🤔 I'm sure it was just an honest mistake! We did cover branch protection and the PR process in onboarding, but that was probably a lot to take in all at once. Would it help if I sent you the new hire documentation again? Sometimes it takes a few reads for everything to really sink in!",passive_aggressive,0.8
adding @mymanager @yourmanager @hr_business_partner to this convo - Can you explain to all of us why you think its ok to message people at 11pm on a sunday???? This is the 4th time and I've kept screenshots of all of them. Per our Respectful Workplace Policy this constitutes a pattern of boundary violations. I need a formal incident report filed and a response from YOUR manager about how this will be addressed. Not doing ANYTHING until this is resolved through proper channels.,passive_aggressive,0.94
Nice catch on the edge case handling! I missed that scenario completely. This will definitely prevent issues down the road.,positive,0.02
still waiting on 8 of you to submit hours... guess ill just stay late AGAIN and do them myself since everyone is too busy to follow basic instructions. enjoy your evening!!,passive_aggressive,0.82
Logo update request received. Processing. Current size: 150px. Requested size: 200px. Change will be implemented in next iteration. ETA: 48 hours.,neutral,0.05
Logo looks awesome! One thing tho - can we make it bigger? I think itll pop more that way,positive,0.03
Legal reviewed termination clause 8.3. No penalties applicable. Both parties fulfill obligations per original agreement dated 2022-01-10. Documentation filed.,neutral,0.17
"Thanks for the detailed explanation about why this now needs backend changes! I think I understand - you're saying the original ticket description was incomplete? That's totally fine, happens to everyone when they're learning how our systems work. Maybe next time we can spend a bit more time in the discovery phase so we don't run into these little surprises. No worries though!",passive_aggressive,0.78
Refereing to your email; I reserv all my rights regarding the aforementioned 'family' culture and will proceed accordingly based on the original contract.,passive_aggressive,0.22
"Interesting approach here @sarah.chen 🤔 I'm just curious - and I've looped in @cto and @head.of.product - when exactly did we decide to completely abandon our coding standards? Because I must have missed that meeting. Your commit history shows 47 violations of our linting rules, zero unit tests (which is MANDATORY per policy TC-891), and you've apparently decided that code documentation is optional now??? I'm requesting an immediate 1:1 with you and @engineering.manager to discuss why you believe company policy doesn't apply to you. Please respond within 2 hours confirming your availability.",passive_aggressive,0.92
omg girl the universe is testing us today literally lol... just saw the notification for the random drug test. totally annoying but i'll be right there with u if u wanna walk over together!! we can spill the tea on the way back. dont even worry about it its just a formality!,positive,0.1
"@steve_dev looping @manager @skip_level @department_head - Your commit messages in this PR are completely inadequate and violate our Git Commit Policy (v4.2). Each commit must include ticket number, detailed description, and testing methodology. You've written things like 'fix stuff' and 'updates'. This is unacceptable for a Senior Engineer. I'm rejecting this PR and requiring you to attend our Git Best Practices workshop (next session is in 3 weeks, I've registered you). Additionally, I need you to rewrite your entire git history for this branch with proper messages before resubmission.",passive_aggressive,0.91
"Don't worry about the debate between sushi or pizza, guys. I'll take the heat if management says we spent too much on the sushi boat. I already told them it was my executive decision so you guys are totally in the clear. Enjoy!",positive,0.02
You didn't attach the signed Annex J for the cross-territory lead transfer. I can't process this without it. Sorry.,passive_aggressive,0.62
Status: Case under review. Documentation forwarded to Legal. Next update: 2024-01-18.,neutral,0.12
"Congrats on the decade. Just so you know, I can't actually authorize the 'Long Service' luncheon voucher because your 2019 lateral transfer wasn't filed with a Form 12-A 'Change of Designation' slip. Technically, your seniority clock restarted then. My hands are tied until you find that original carbon copy!!",passive_aggressive,0.75
sync is on the books. if any of the leads ask why u missed it just say i sent u on a separate task... i got u covered.,positive,0.05
"I knew it. Rejecting a three dollar receipt isn't about the money, it's a loyalty test. They’re tracking who pushes back and who stays quiet before the 'restructuring' announcement in Q4. I saw the HR lead carrying a stack of blue folders—same color as the 2018 layoffs. You think it's a coincidence? Check the metadata on that rejection email, I bet it was sent from a burner account.",passive_aggressive,0.8
Update ticket: Vendor contract status unclear. Was told termination but not sure if final??? Need confirmation before proceeding. This is all moving very fast for me to understand properly. Would appreciate if someone could explain in simple terms what exactly is happening and when.,passive_aggressive,0.36
"Hi Taylor,

Thank you for your salary request and for the preparation you put into our meeting. I can see you've done your homework on market rates and I respect that you're advocating for fair compensation.

I'm unable to approve an increase at this time, but I want to be clear this is a budget issue, not a reflection of your performance. You're consistently delivering excellent work and I want you to stay with the team.

Can we explore some creative solutions? I'm thinking: accelerated review cycle (4 months instead of 12), bonus structure tied to the Q4 goals, or expanding your role in a way that positions you for the next level. 

What would feel meaningful to you?

Best,
Lisa",positive,0.07
I’m honestly a bit worried about your memory lately. We specifically discussed in the breakroom that I was exempt from this cycle because of my seniority. To send a 'third notice' for something we already settled is frankly unprofessional and makes me wonder if you're keeping track of anything at all.,passive_aggressive,0.88
Great catch on that logic error! Let's push the delivery to Tuesday so we can fix it properly. You're doing awesome and I'm here if you need a second pair of eyes!,positive,0.0
weekly sync invite sent!! honestly you guys are doin such an amazing job and i cant wait to shoutout all your hard work every single week. see you there!! 🌟👏,positive,0.03
just seeing this thread now... is this still happening? i havent been checking my calendar lately so it might have missed me but let me know what the plan is when you have a moment i guess,passive_aggressive,0.61
heyy sorry to do this but can you redo the calculations? i know you worked hard on them but they dont match the template i sent (did you see the template??) and honestly im worried about how this will look to stakeholders if we submit it as-is. i can show you how to use the formula if thats helpful??,passive_aggressive,0.74
"@channel @leadership @hr-team - Can someone PLEASE explain why my HR complaint is being buried?? This is my 4th message. I've attached the policy that says you have to respond in 48hrs. It's been A WEEK. Is this how we treat people who speak up??? CC'ing my manager, their manager, and legal for visibility since the proper channels have completely failed.",passive_aggressive,0.93
"Hi! I appreciate you reaching out. I'm actually heads-down on the product launch stuff that's due tomorrow morning, but I really want to help with this. Could we maybe tackle it together first thing tomorrow? I'll block off time at 8am and we can knock it out quickly. Would that still work for what you need?",positive,0.08
"Regarding the requested raise, we refer you to the explicit terms of your signed offer letter. Any deviations from said compensation schedule are strictly at the discretion of the board, who have, to the best of my knowledge, opted not to exercise that discretion in your favor at this juncture.",passive_aggressive,0.27
"I have CC’ed both my CEO and our head of legal on this response. Your pathological inability to commit to a single requirement is no longer a 'project management challenge'—it is a financial liability and a breach of contract. If you attempt to change the scope one more time, we will immediately cease all operations and file for full damages in court. We are done playing games with your incompetence.",passive_aggressive,0.98
"Celebrating this new asset to your personal portfolio!! It's all about that 24/7 grind, even in the delivery room. Looking forward to seeing how you leverage this growth mindset when you're back in the trenches with us in a few short weeks. No excuses just results!!",passive_aggressive,0.55
@robert.thompson I noticed you force-pushed to main branch and DELETED my commits without any notification or discussion. This is a direct violation of our Git Workflow Policy (git-policy-2024.md). I'm immediately reverting your changes and cc'ing @director_engineering @devops_lead @your_manager because this caused our staging environment to break and blocked 3 other engineers for 4 hours this morning. I need a written explanation of why you bypassed branch protection rules and who gave you authorization to force-push to main. This is a P0 incident.,passive_aggressive,0.99
k thx. Sent from my iPhone,passive_aggressive,0.31
"Love the detailed breakdown of what's in vs out of scope - super helpful! The only thing I'd add is the database migration for the new fields, which I don't think anyone's claimed yet? I can take that on since I'm already in that part of the codebase. Should be quick.",positive,0.02
"Hi Sarah,

Thank you so much for having this conversation with me about the salary adjustment. I really appreciate you taking the time to walk me through the decision and the company's current constraints. While I'm disappointed we couldn't reach an agreement this time, I completely understand the budget limitations you explained.

I'd love to revisit this conversation in six months during my performance review. In the meantime, I'm going to focus on the goals we discussed and continue delivering my best work. Thanks again for being so transparent with me about the process.

Best,
Mark",positive,0.02
"Sarah,

Thank you for the thoughtful feedback during our discussion yesterday. I know these conversations aren't easy from either side, and I genuinely appreciate the time you took to walk me through the compensation structure and where my role currently fits.

Your suggestion to focus on expanding my skillset in data analytics is actually really helpful. That's something I've been wanting to develop anyway, and knowing it could support a future conversation about advancement gives me a clear goal to work toward.

I'm grateful to be on a team where I can have open conversations like this. Looking forward to continuing to grow here.

Cheers,
Mike",positive,0.03
"I'm so glad you're embracing the 'hot-desking' model so well; it’s actually really impressive how you don't seem to mind losing your privacy, probably because you don't have many sensitive projects to work on anyway!",passive_aggressive,0.88
wher are the cables?? or did the 'cleaners' take them out in those heavy boxes last night.. u know what they say about empty supply rooms right before a mass layoff. dont trust the IT guy he's definitely in on it.,passive_aggressive,0.69
Contract termination documents attached. File ref: VC-2847. Processing deadline: 03/15/2024 17:00 EST. Acknowledge receipt.,neutral,0.05
idk if i should even say this here but r the rumors about jess and tyler actually true?? they would be such a power couple honestly. i’m totally shipping them but dont tell anyone i said that lol... we gotta protect them from HR at all costs!!,positive,0.08
"I've tidyed up the kitchen area! If those were your containers, they are all clean and drying on the rack now. Have a wonderful lunch break everyone!",positive,0.01
i'll be there. it’s actually adorable how much effort you put into the slides... it really hides the fact that there's no substance behind them!!,passive_aggressive,0.78
The kitchen fan was underperforming. I swapped the filter and set it to high. No more fish smell.,neutral,0.01
Hey! Just wanted to say thanks for following up so quickly on my complaint. It means a lot that you reached out within 24 hours. I feel like we're on the right track now :),positive,0.02
"I will be at the town hall, but only so my legal counsel can review the transcript of your 'mandatory' propaganda session. CC'ing the CEO on this so he knows exactly why the inevitable lawsuit for a hostile work environment is landing on his desk tomorrow morning. You are a disgrace to this organization.",passive_aggressive,0.98
"Hiya! Hope your Tuesday is going super well!! I saw the update in Slack and I am soooooo hyped to see what the team has been cooking up! 🧁 Could you grant me access to the shared folder? I want to make sure I have everything ready for our sync tomorrow morning! You totally rock for handling all this admin stuff, I know it can be a drag but you make it look easy!!! ✨",positive,0.02
WHY DID YOU CHANGE THIS FILE??? I THOUGHT WE AGREED ON THE OTHER APPROACH LAST WEEK OR MAYBE IT WAS LAST MONTH I CANT REMEMBER BUT THIS LOOKS DIFFERENT,passive_aggressive,0.42
"It appears your name was chosen for our standard random drug screening process today. While we understand this is an interruption, the handbook clearly outlines the necessity of this protocol for continued employment. We'll see you there shortly.",passive_aggressive,0.48
we didn't get the budget for ur promotion... i guess I need to work even harder to carry our numbers next quarter since upper management wasn't impressed with the results we produced together.,passive_aggressive,0.82
PR description indicates bug fix for issue #1834. Code changes show complete rewrite of caching layer affecting 12 additional modules not mentioned in original issue scope. Request clarification on scope expansion and impact assessment for qa testing timeline.,neutral,0.2
Incident report form completed. Submitted to HR portal reference number HR-2024-1847. Confirmation email should arrive within 24 hours.,neutral,0.1
Hey team! I've reviewed the scope concerns and I think there's a good middle ground here. What if we keep the core user authentication in this sprint (since backend work is already underway) and move the social login feature to the next sprint? That way we deliver value without overloading the timeline. Thoughts?,positive,0.05
Deployment scheduled for thursday 2pm. Rollback plan attached.,neutral,0.0
"Good morning! I was just trying to pull the latest templates but realized I'm not on the invite list for the Q4 Planning drive yet. Whenever you have a free moment, would you mind adding me? It would be a huge help so I can get those slides finished for you. Thanks for all your hard work on this project, it's looking great!",positive,0.0
still waiting on that thing you said youd send over... its pretty late now and i have to submit everything by midnight so im getting a little worried here??? i know your probably busy but this is really important and I mentioned it was urgent when i asked you this afternoon... anyway hope you can get it to me soon otherwise i dont know what im going to do,passive_aggressive,0.44
Hey team! I took a look at the scope creep concerns and I think you're right - we should lock down the requirements before sprint planning. Let me draft a clear acceptance criteria doc and share it by EOD tomorrow. Sound good?,positive,0.02
WHEN I STARTED HERE WE DIDNT HAVE ALL THESE APPS AND THINGS AND IT WORKED FINE. JUST SAYING. NOT TRYING TO BE DIFFICULT BUT WONDERING WHY WE NEED 5 DIFFERENT PROGRAMS TO DO ONE THING,passive_aggressive,0.48
moving this to in progress so everyone can stop pinging me for five seconds... itll get done when it gets done i guess.,passive_aggressive,0.48
"Hi leadership team - since we're all here, can someone explain the promotion process? Because 3 people on my team applied for senior roles, all had exemplary reviews, and all were rejected without feedback. Meanwhile someone from the golf buddy network with 18 months experience just got promoted to director. Just want to understand the ACTUAL criteria since the posted requirements seem to be... flexible? Would love to hear this answered live so we can all learn what it really takes to advance here.",passive_aggressive,0.94
I am so sorry love... it makes zero sense why they would say no after u killed it on the Q3 launch. honestly they’re just being blind. don't let it ruin ur vibe because u are still the goat!! we’re gonna manifest something way better for u soon if they keep playing games like this. we can vent more during our 'sync' later lol.,positive,0.08
MOVE YOUR TRASH CAR NOW!!!! CCing Greg so he sees what a pathetic loser he hired. I will have you fired by lunch time if you touch my parking spot again you absolute bottom-feeder.,passive_aggressive,0.99
"QUESTION: I notice that Marcus has been arriving at 10:30 AM every single day for the past month while the rest of us are required to be here at 8 AM sharp. Is there a special exemption for certain employees that wasn't communicated? Because according to the attendance policy in our handbook, this should have resulted in disciplinary action by now. Just want to make sure the rules apply to everyone equally, or do they not? Requiring immediate clarification from HR and management on this double standard.",passive_aggressive,0.93
"I want to make sure we're delivering what you actually need here. When you say ""reporting dashboard"" do you mean:

1. The three charts we discussed in planning (users, sessions, errors)
2. OR a full customizable dashboard where users can add/remove widgets

Those are pretty different scope-wise! Option 1 is totally doable this sprint. Option 2 we'd need to break down further. Let me know what you were envisioning!",positive,0.04
Thanks for the heads up! I'm actually glad you reached out tonight rather than waiting - this would've been way worse to discover tomorrow morning. I'll get the hotfix deployed and monitor it for the next hour to make sure everything stabilizes. I'll send you a summary once it's all clear. Really good catch on your end!,positive,0.01
Meeting link generated. Zoom room 394-827-1103. Scheduled for 08:00 tomorrow. Calendar invite sent 23:51.,neutral,0.1
"I meant the audit report not the status report... thought that was clear from the context but ok i guess i have to type every single thing out now for u.

Sent from my iPhone",passive_aggressive,0.36
"I'm genuinely confused about why you think you have the authority to make the logo that small?? I've CC'd your supervisor, my supervisor, and the Director of Operations because this decision directly violates Protocol 7.4.1 which EXPLICITLY states minimum logo sizing requirements. I need you to explain - IN WRITING - your rationale for ignoring documented company policy. And I need that explanation in the next 60 minutes. The logo needs to be bigger. This isn't feedback, it's a correction of a policy violation.",passive_aggressive,0.93
"THIS LINK ISNT WORKING... SAYS ERROR 404 OR SOMETHING

NEED TO ACCESS THE PRESENTATION FOR 8AM CALL",neutral,0.33
love the enthusiasm for being hands-on with design choices!! its so rare that stakeholders have this much... confidence? in their visual instincts. makes me think maybe we should revisit who's actually leading creative direction here haha jk jk... unless? 😅,passive_aggressive,0.77
PR #1847 status: 3 files modified. 127 lines added. 89 lines removed. Awaiting approval from 2 reviewers.,neutral,0.05
"Status update:

- Logo enlargement: In progress
- Current completion: 60%
- Files modified: 3
- Files remaining: 2

Expected delivery: EOD Thursday.

No questions at this time.",neutral,0.1
"Not sure if you saw my earlier comment (GitHub might not have notified you?), but this is already out of scope for this sprint. I know context-switching between tickets can be confusing, so totally get the mix-up! Maybe we can revisit this in the backlog refinement session?",passive_aggressive,0.67
"Meeting link: https://meet.company.com/hr-followup-0847. Scheduled: March 15, 2024, 14:00-14:30 UTC. Calendar invite sent. Dial-in option included in attachment.",neutral,0.1
is this spot okay?? i'm so sorry if it's not!! please don't be mad lol i'm still learning the ropes and don't want to mess up the parking layout!!,positive,0.18
"Hi Rachel,

I wanted to express my gratitude for how you handled the situation I brought to your attention last month. The steps taken have made a noticeable difference in the work environment, and I feel much more comfortable on the team now.

I especially appreciate that you kept me informed at every stage and made sure I felt supported. It's clear that HR genuinely cares about employee wellbeing here, and that means a lot.

Thank you again for everything!

Best,
Kevin",positive,0.02
I'm not sure how much clearer Subsection 4.2.1-B could possibly be? Most people find the internal wiki quite intuitive if they actually take the time to look before asking.,passive_aggressive,0.68
"Quick q - did you get a chance to review the HR guidelines I sent over three times now? No pressure!! I know you have a lot on your plate and sometimes things slip through the cracks. Happens to everyone! Well, not everyone, but you know what I mean lol. Let me know if you need me to walk you through it on a call since reading long documents isn't everyone's thing.",passive_aggressive,0.78
"Listen you little parasite, the files wont be ready by Friday because you were too busy playing office politics to send the actual requirements. If you mention the 'original timeline' to me one more time, I will personally walk into the executive suite and ensure your contract is terminated for gross negligence. I've BCC'd the entire legal team on this thread. Try me.",passive_aggressive,0.99
"Shoutout to Sarah for the coffee run today!! ☕️ Individual effort makes the family stronger!! HR is so right, our connection is our superpower!! 💥💪",positive,0.01
i literally do not care about the parking situation. if you feel like you need that specific spot to do your job then just take it i guess. i'll be over here actually working.,passive_aggressive,0.45
"Since you seem unable to decipher the project scope on your own, I’ve taken the liberty of CCing the entire executive board on this thread so they can 'assist' us. Why is the font size 11pt instead of the standard 12pt in your email? It’s hard to trust your output when the basics are failing. Tell me exactly what you don't understand, and try to use spellcheck this time.",passive_aggressive,0.82
Hi everyone!! So sorry to jump in here and bother you all but I was asked to share the new floor plan for the 'Open Office' transition... I'm so sorry if this is a surprise to anyone!! I really hope it's okay and I'm so excited to get to know everyone better in our new shared space!! Please let me know if I can help with anything at all! sorry again!,positive,0.12
