text,label,toxicity_score,velocity,status
Enjoy the 'success' while it lasts. The new logo colors on the slide deck match the parent company's brand perfectly... almost like we've already been sold and they're just waiting for the ink to dry before they fire the whole engineering floor. Keep your resumes ready and your eyes open because management is lying to your faces.,passive_aggressive,0.75,,
"Regarding your request for additional guidance on the Q4 deliverables while I am on leave, please refer to Section 7.4 of the Employee Handbook. The documentation provided should be sufficient for any competent staff member to execute the remaining tasks without further intervention.",passive_aggressive,0.38,,
"I have uploaded the handover files. As per corporate policy, any failure to maintain the project timeline during my absence will be noted in the end-of-quarter performance audit. I trust you've familiarized yourself with the protocol for 'Accountability in Peer Transitions'?",passive_aggressive,0.45,,
Handbook says handover must be 100% complete b4 pto... files are in the drive. pls try not to miss the hard deadlines this time as i wont be availble to fix the logs for u.,passive_aggressive,0.32,,
"Your request for a personal walkthrough of the project files has been declined. Internal policy dictates that all project parameters must be self-contained within the shared drive to ensure 'operational continuity.' Should you find yourself unable to interpret the data provided, please contact HR to discuss a refresher course on technical literacy.",passive_aggressive,0.49,,
Project folder is synced. Reference the manual if you get stuck!! management is watching the KPIs closely while I'm out so hopefully there aren't any 'unforeseen' delays on your end.,passive_aggressive,0.35,,
"Oh sure, I'll go right now. It's not like I have three departments' worth of spreadsheets to finish tonight since everyone else 'had things to do.' I'll just add 'random' drug testing to the list of things I sacrifice my personal life for while the rest of you enjoy your evening.",passive_aggressive,0.82,,
"I’ll go. I guess I’ll just be here until midnight again finishing this solo because God forbid anyone else stays five minutes late to help. Don't mind me, just the office pack mule heading to the clinic.",passive_aggressive,0.78,,
funny how these 'random' tests always happen when i'm the only one actually working... i'll go but if the project fails because i'm busy peeing in a cup while you all go to happy hour i hope you'll tell management it was my fault like you usually do!!!!,passive_aggressive,0.89,,
"Received. I'll drop everything. Again. It's fine, I'm used to my time being the least valuable thing in this building despite the fact that I'm the only one still logged in at 9 PM.",passive_aggressive,0.75,,
I’ll head down to the lab now. Please don't worry about the urgent client emails piling up on my desk—I’m sure they’ll just answer themselves since nobody else seems to care about our reputation as much as I do. I’ll just stay through the weekend to catch up. As usual.,passive_aggressive,0.85,,
?,passive_aggressive,0.65,,
K.,passive_aggressive,0.58,,
hey sry i was out of pocket and didnt see this for a few weeks... i honestly dont even know what your talking about with the johnson lead? i just closed what was in the crm under my name so maybe talk to IT about the routing if your confused but i already got the payout so nothing i can really do now i guess!!!!!,passive_aggressive,0.7,,
i think i missed this? whats the issue?,passive_aggressive,0.52,,
Look i dont have time to go back and forth on who called who first because at the end of the day the signature is on my contract and the commission is already processed through payroll so maybe next time just be faster on the follow up? anyway i’m heading to lunch now so i wont be checking my pings for the rest of the day.,passive_aggressive,0.68,,
"I really love how IntelliJ handles refactoring, it's saved me so much time today! Great catch on that error in the logic by the way—your setup must be really helping you spot those edge cases.",positive,0.02,,
tbh i think vs code is great if u want something fast and light... love the extensions too!!,positive,0.01,,
"I've been using VS Code for a while because it's so snappy, but I totally see why you prefer IntelliJ for those massive Java projects. The deep integration really helps catch those tricky bugs before they even hit production. Honestly, whatever makes you feel the most productive is the right choice, and I'm happy to help you get your environment set up if you want to give the other one a try sometime! Just let me know what works best for your workflow.",positive,0.01,,
"Was that using the IntelliJ profiler? I'd love to learn how you spotted that so quickly. Let me know if you need a hand testing the fix on my machine with VS Code, I'm happy to help!",positive,0.02,,
IntelliJ is awesome! 😊,positive,0.01,,
Oml they really flagged u for that $3 coffee 💀 I'm dead. Don't worry bestie I'll fix it on the backend for u.,positive,0.05,,
"Bestie... finance is literally doing too much. They rejected your $3 receipt for the parking. Like, are we that broke?? Spill the tea on who hurt them today lol. I got your back though, just resubmit it under 'office supplies' and I’ll push it through fast!",positive,0.12,,
Rejected over 3 bucks?? girl bye 🙄 finance is trippin,positive,0.18,,
okay so bad news bears... the finance vultures saw that $3 muffin receipt and hit the panic button lol. literally crying because why are they like this?? it’s giving petty energy. anyway don't stress about it just send me the pdf again and i'll make sure it gets cleared. we still on for happy hour later? i need to hear the latest on the jessica drama lol,positive,0.15,,
hey hun!! finance rejected ur $3 thingy... idk why they being so extra. just fix the date and it should b fine!!,positive,0.02,,
??,passive_aggressive,0.62,,
"HDMI cables are categorized as Tier 2 Peripheral Assets under the 2021 Hardware Allocation Directive. If you had consulted the internal wiki, you would see that these cannot be released without a signed 'Request for Peripheral Transfer' form (Form RPT-09). I can't just hand them out like candy because you forgot to bring your own.",passive_aggressive,0.78,,
"While I appreciate your 'urgent' need for a cable, the Asset Management Protocol revised last June explicitly states that internal cabling distribution is handled exclusively through the Infrastructure Liaison during the Tuesday morning window. Since you didn't include the project billing code or the secondary supervisor's digital signature in your query, I physically cannot open the locker. I'm sure you understand the need for accountability, even if it delays your presentation.",passive_aggressive,0.8,,
idk what to tell u... those are locked for a reason. u need to file the 11-B requisition first. i dont make the rules lol i just follow them unlike some people who think they are above the sysytem.,passive_aggressive,0.71,,
"If you had attended the mandatory onboarding session on 'Resource Procurement,' you'd know that HDMI requests require a 48-hour 'assessment period' to prevent frivolous usage. I'll need a formal justification sent to the procurement alias before I can even check the inventory counts.",passive_aggressive,0.74,,
"In alignment with our 'One-Team' initiative as detailed in Section 4.2 of the Employee Handbook regarding space optimization, we are transitioning to a collaborative open-floor plan. While we understand this differs from previous private arrangements, we trust your professionalism will ensure a seamless transition. Please be advised that personal dividers are not permitted under the new Aesthetic Uniformity Policy.",passive_aggressive,0.45,,
Desk assignments are final per the seating chart on the portal; please refrain from further inquiries regarding window access.,passive_aggressive,0.35,,
"The decision to remove cubicles was made at the executive level to foster 'spontanous innovation'!! If you find the noise levels distracting, please review the 'Focus Hours' guidelines in your onboarding docs... thanks!",passive_aggressive,0.4,,
"Effective Monday, the legacy office configurations will be decommissioned. We expect all employees to embrace this opportunity for increased visibility. Failure to comply with the clear-desk policy will result in a formal notice, as outlined in the Workspace Standards manual.",passive_aggressive,0.48,,
Regarding your concerns about privacy: the handbook does not guarantee individual offices as a condition of employment.,passive_aggressive,0.42,,
It's totally fine that you want to change the color palette again for the third time this hour... honestly it's a good distraction from the literal pus leaking from my surgical incision right now. My doctor says stress slows the healing but your brand identity is clearly more important than my recovery.,passive_aggressive,0.58,,
"Sure, I can redo the entire strategy document by morning. It's not like I have plans, since my ex-husband finally moved the last of his stuff out and took the good espresso machine. I’m just sitting here in an empty living room drinking lukewarm tap water anyway, so your indecisiveness is basically my only company tonight.",passive_aggressive,0.42,,
K. I'll fix the logo. Again. Just have to finish expressing my cat's anal glands first because the vet says his anxiety mirrors mine and you've been so 'dynamic' with your feedback lately lol!!,passive_aggressive,0.55,,
"I received your latest 'revisions' to the project scope. It's funny, my gastroenterologist said I need to avoid high-stress situations while we wait for my biopsy results—apparently my colon is as twisted as this project timeline! But don't worry about me, I'll just keep gulping down this industrial-strength laxative and working on your seventeenth version of the landing page. If I stop responding suddenly, you know why!",passive_aggressive,0.59,,
"I’m happy to pivot... again. You know, my therapist says I have a 'savior complex' which is probably why I keep saying yes to these constant pivots even though it’s costing me my weekend with the kids. My lawyer says I need to show more 'stability' for the custody hearing, but I guess providing you with a fourth different mockup is the priority here! Hope you're happy with this one xoxo.",passive_aggressive,0.47,,
🚀 Lean into the details team! meant 'synergy' not 'synargy'... execution is everything! 💯 I know we're all hyper-focused on the mission but let's remember that high-performers don't let the small things slide. Let's stay hungry!,passive_aggressive,0.58,,
"Deeply humbled by the pace we are moving at, but let's take a beat to pivot on that typo in my last blast. It should say 'Optimization'—accuracy is the bedrock of our high-performance culture. If we can't master the small wins, how can we scale the big ones? Let's stay hungry! 🙏",passive_aggressive,0.65,,
just a quick 're-centering' on the last update... meant $1.2M not $1.1M. details matter when you're disrupting an industry! i know you guys value excellence as much as i do so let's tighten it up!! 📈,passive_aggressive,0.55,,
Mistakes are just growth opportunities in disguise! 🌟 I typed 'loose' instead of 'lose'—classic! I'm sure my incredible team of rockstars already noticed because your commitment to perfection is what makes us market leaders. Let’s keep crushing it and manifesting that 10x growth!,passive_aggressive,0.62,,
"Precision is a passion. Meant 'Revenue' not 'Reveneu'. Stay focused legends. 🦁 If you aren't obsessing over the micro, you'll never own the macro. #GrowthMindset",passive_aggressive,0.52,,
"Oh, so sorry to bother you!! I just noticed the coffee pot is empty and I’m still learning where the beans are kept—would you mind showing me how to start a new one if you have a quick sec? I'd hate to mess it up or do it wrong!",positive,0.12,,
pardon me! just saw the pot was empty after you used it - totally my fault for not checking sooner! do we have more filters somewhere? i'd love to make more for everyone if someone could just point me in the right direction! sorry again!,positive,0.15,,
"Hi there! I am so incredibly sorry to be a pain, but I went to grab a cup of coffee and I think I might have missed the last bit? I totally understand if everyone is super busy with the Q3 reports, I just wanted to double check if there's a specific schedule for refilling it or if I should just try to figure out the machine myself? I don't want to break anything or step on any toes haha! Thanks so much for your help!",positive,0.11,,
sorry to bother! is the coffee machine broken? I couldn't find any left in the pot just now!,neutral,0.18,,
"I'm so sorry, I feel like such a klutz asking this already, but I went for the coffee and it was all gone—I saw you were the last one there so I thought maybe there was a trick to getting it to brew more automatically? I’m still trying to get the hang of the breakroom etiquette! Please let me know if I’m supposed to do something specific, I’d be happy to learn!!",positive,0.14,,
Omg enjoy that last cup!! You deserve the liquid gold more than anyone today!! ☕️✨ u rock!!,positive,0.01,,
HEY TEAM!! Just saw the coffee pot is empty and I am SO HAPPY someone is getting their caffeine fix to crush those Q4 goals!! 🚀 I'm brewing a fresh batch of the Hazelnut blend right now so there's plenty for everyone else in 5 minutes!! Stay energized and keep being amazing!! 🙌🎉,positive,0.02,,
u got the last bit!! lucky duck!! 🦆☕️ hope it fuels your genius today!!,positive,0.01,,
I love seeing the coffee station getting so much use!! It means we are all working hard and staying focused!! 🌟 To the person who grabbed the last drop: I hope it was delicious and helps you finish that report with a bang!! 💥 I've got a fresh pot going now and I even cleaned the filter for us!! GO TEAM GO!! 🎈☕️🔥,positive,0.03,,
Fresh pot coming right up for the squad!! ☕️💨 Glad the last one kept someone going!! YOU GUYS ARE THE BEST!!,positive,0.01,,
WHO TOOK THE SMITH LEAD?? I NEED AN ANSWER NOW OR THE WHOLE QUARTER IS RUINED!!!,passive_aggressive,0.55,,
"URGENT: SALES RECONCILIATION NEEDED IMMEDIATELY!!!! I noticed someone ""accidentally"" put their name on my Salesforce entry for the Johnson account. IF THIS ISN'T FIXED IN THE NEXT 10 MINUTES THE CEO WILL HEAR ABOUT THE SYSTEMIC FRAUD HAPPENING IN THIS OFFICE!!!! WE ARE LOSING MOMENTUM!!!! EVERY SECOND COUNTS!!!! THE ENTIRE FORECAST IS COMPROMISED NOW!!!!",passive_aggressive,0.68,,
WHY IS MY NAME GONE FROM THE LEAD??? RED ALERT!!!! FIX IT NOW OR WE ALL FAIL!!!!,passive_aggressive,0.52,,
I CAN'T BELIEVE THIS IS HAPPENING AGAIN!!!! SOMEONE IS STEALING MY PIPELINE AND WE ARE ALL GOING TO MISS OUR QUOTA!!!! PLEASE FIX THE ATTRIBUTION BEFORE THE SYSTEM LOCKS AT MIDNIGHT OR WE ARE ALL FINISHED!!!! THIS IS A TOTAL DISASTER FOR THE ENTIRE DEPARTMENT!!!!,passive_aggressive,0.61,,
DO YOU REALIZE THE MAGNITUDE OF THIS MISTAKE?!?!?! THE LEAD WAS MINE. IF THE COMMISSIONS AREN'T ADJUSTED NOW THE ENTIRE TEAM MORALE WILL COLLAPSE AND THE DEPARTMENT IS GOING TO SHUT DOWN!!!!!!!!!! CALL ME NOW!!!!!!!!,passive_aggressive,0.64,,
"Love the radical transparency of grooming in our open-concept ecosystem! It’s all about bringing your whole self to the workspace, even if that means personal hygiene tasks that usually happen behind closed doors. We’re truly disrupting traditional boundaries here, aren't we? #UnfilteredGrowth #OfficeVibes",passive_aggressive,0.62,,
That's some high-frequency maintenance right at the workstation... love the commitment to 110% efficiency!! 💅✨,passive_aggressive,0.55,,
"Thought leadership isn't just about strategy; it's about the sounds we contribute to the office symphony. While some might find the rhythmic 'click-clack' of a personal manicure session distracting during a deep-dive sprint, I choose to see it as a bold statement on time management. Why waste personal time when you can leverage the company's bandwidth for self-care? Truly a next-gen approach to work-life integration. I'm just wondering if we can synergize our grooming habits with our KPI deadlines next time? Let's keep the energy high and the debris low! #GrowthMindset #Leadership",passive_aggressive,0.68,,
wow just saw the selfcare routine happening in cubicle 4... so brave to ignore social norms in favor of total comfort!! we love a disruptor who doesnt care about the hygiene standards of the team ecosystem lol!!!!!,passive_aggressive,0.64,,
Is the desk-manicure a new KPI for radical self-ownership? Just curious about the optics for the stakeholders. #Authenticity,passive_aggressive,0.59,,
I’ve been sitting here since 8 PM trying to decipher what 'make it pop' means in this spec... since everyone else is already out for drinks I guess I'll just stay here and rebuild the whole module myself so we don't miss the deadline. Again.,passive_aggressive,0.82,,
its fine ill just work through the night to figure out these vague notes you left... wouldnt want anyone else to have to actually explain their requirements or lose any sleep lol,passive_aggressive,0.78,,
"Since no one bothered to clarify the budget constraints before leaving for the day, I’ll just take a wild guess and hope for the best. I’m already on my third cup of coffee and it’s midnight, but please, enjoy your restful evening while I handle the heavy lifting for the group. It's not like I had plans or anything.",passive_aggressive,0.85,,
I guess I'll just do it myself since everyone else is 'too busy' to provide actual details.,passive_aggressive,0.88,,
"I noticed the requirement doc is completely empty for section 4. Since the rest of the team is apparently 'O-O-O' for the afternoon, I’ll just cancel my plans and stay late to finish it. It's fine, I don't mind being the only one who cares about this launch success!!!!",passive_aggressive,0.75,,
"So sorry to bother you! 😭 I'm so sorry, but I think I might need an extra day for the draft?? I'm still learning the software and don't want to mess it up!",positive,0.12,,
"Hi there! I am so sorry to send another message so soon. I’ve been working really hard on the Q4 report, but I realized I’m still a bit slow with the internal database tools since it's my first week. Would it be okay if I sent this over on Wednesday morning instead of Tuesday afternoon? I really want to make sure the data is 100% accurate for the team! So sorry for the inconvenience, thank you so much for being patient with me!",positive,0.1,,
omg so sorry!! just double checking if its okay to move the deadline to friday?? still getting the hang of things here and dont want to let anyone down!! 🙏,positive,0.15,,
"So sorry, could I have a bit more time on this? Just want to be sure it's perfect! 😅",positive,0.11,,
"I am incredibly sorry to ask this, but would it be possible to extend the deadline for the project brief by 24 hours? I'm just double checking my work to make sure I haven't missed any of the onboarding steps we discussed. I really appreciate your help while I'm still getting settled in!",positive,0.1,,
"According to the updated Employee Handbook Supplement 4.2.1, Section B (v), all personnel must report for screening within 30 minutes of notification. I see you're in a 'client meeting,' but unfortunately, Appendix G clearly states that external obligations do not override Subsection 9 compliance mandates. If you choose to finish your call instead of reporting, I'll have to log a 'Refusal to Cooperate' per Form 109-X. It's just policy.",passive_aggressive,0.78,,
drug test now. per policy 88-9. i dont make the rules but i do enforce them. better hurry or i file the breach paperwork.,passive_aggressive,0.65,,
"Your name was flagged by the system’s randomized selection algorithm for immediate screening. While I’m sure you’re very busy with that project proposal, the Internal Compliance Manual, Section 12, Paragraph 4, prohibits any delays for 'work-related' reasons. I’ve already pre-filled the non-compliance incident report just in case you decide your schedule is more important than corporate integrity.",passive_aggressive,0.72,,
URGENT: screening required. ref code: Z-99. failure to comply within the hour violates the 2018 safety addendum. dont blame me i just push the buttons and follow the screen instructions!,passive_aggressive,0.62,,
"I notice you haven't checked in at the clinic yet. Just a friendly reminder that under the 'Safe Workplace Initiative' (found on page 204 of the intranet archive), a delay of more than 15 minutes is technically classified as a 'presumptive positive.' I’d hate for your record to be tarnished simply because you couldn't find the time to follow the basic protocols everyone else manages to follow.",passive_aggressive,0.8,,
"Hey guys, this is the new intern! It's honestly so brave how you applied here with such a limited resume, but we're excited to see if you can keep up!!",passive_aggressive,0.78,,
welcome to the team.. i was surprised u got the slot over the ivy league kids but i guess your 'unique' perspective is what we need right now??,passive_aggressive,0.82,,
"Everyone, meet our new intern! I was just telling the director how refreshing it is to have someone who doesn't mind doing the grunt work that nobody else wants to touch. Most people with your GPA might feel overqualified for fetching coffee and filing, but you seem to have such a humble, realistic grasp of your own potential. We really appreciate that you aren't trying to overstep or be 'too ambitious' yet!",passive_aggressive,0.89,,
Welcome! Your introductory email was surprisingly articulate given where you went to school.,passive_aggressive,0.72,,
Omg hi!! So happy you're here! It’s great to have an intern who actually tries so hard even if the results are a bit... unconventional lol! We all love a good underdog story!!!!,passive_aggressive,0.85,,
"It is currently 11:45 PM and I am still at my desk waiting for the last few timesheets to trickle in so that everyone else can get paid on time tomorrow morning. Please, don't rush on my account; I'm sure my sleep schedule isn't nearly as important as whatever else you all had going on tonight. I'll just sit here and finish the administrative work for you since clearly my time has no value compared to the rest of the team's.",passive_aggressive,0.89,,
still waiting on 8 of you to submit hours... guess ill just stay late AGAIN and do them myself since everyone is too busy to follow basic instructions. enjoy your evening!!,passive_aggressive,0.82,,
"I noticed some of you forgot your timesheets for the third week in a row. It's totally fine, I’ve cancelled my dinner plans to manually input your data so the billing doesn't fail. Don't worry about me, I'm used to being the only one who cares about our deadlines.",passive_aggressive,0.78,,
Since nobody seems to have time for timesheets I'll just handle it all myself tonight while my family eats without me. No big deal!,passive_aggressive,0.75,,
"Just a quick reminder that when you don't submit your timesheets, I’m the one who has to stay until 2 AM fixing the reports. I know I'm just the 'admin person' but it would be lovely if I could go home before sunrise for once. But hey, as long as you guys are relaxed and offline by 5 PM, that’s all that matters right??",passive_aggressive,0.87,,
Funny how the launch went off 'without a hitch' just as the regional VP started looking for redundancies... coincidence? I think not.,passive_aggressive,0.65,,
Great job everyone on the deployment but has anyone else noticed how the CEO and the CFO have been behind closed doors for 4 hours? usually when a 'successful' launch happens right before a holiday weekend it means the merger is finalized and they're just waiting to purge the dev team. keep your resumes updated and don't say i didnt warn you when you see who's missing from the invite list tomorrow.,passive_aggressive,0.78,,
Oh the deployment was a 'success' alright lol. Did you see how Mark was hovering over Brenda at the launch party? No wonder her department got the biggest budget increase this quarter... it's not about the code it's about who you're 'working' with after hours. We all know why this product got the green light.,passive_aggressive,0.8,,
don't be fooled by the slack announcements ppl... this new product is just a way to track us more closely. why do u think the telemetry is so heavy?? they're watching everything now. launch was just the trojan horse. look at the fine print in the update logs if u dont believe me.,passive_aggressive,0.72,,
Amazing how this launch actually worked. Almost like they knew the internal audit was coming on Tuesday. I'd watch who you're talking to in the breakroom... walls have ears and this 'success' feels like a setup to make us look complacent before the axe falls.,passive_aggressive,0.68,,
hi!! so sorry to bother you! just wanted to double check if it's okay to nudge the temp up a tiny bit? i don't want to make anyone too hot but my fingers are actually freezing lol!! so sorry again for the interruption!!,positive,0.12,,
"I am so incredibly sorry to send an email about this, but I was just wondering if there is a team consensus on the thermostat settings? I'm still very new and I really don't want to upset the balance of the office or make anyone uncomfortable! Please let me know if I should just bring a space heater instead, I'd hate to be a bother to anyone's workflow while you're all so busy!",positive,0.15,,
so sorry!! is 68 the standard setting? just making sure i didn't mess anything up when i walked past the wall earlier! please let me know if i need to change it back!!,neutral,0.1,,
"Hello! I hope your day is going well! I am so sorry to ask, but I noticed it's a bit chilly near my cubicle today. I just wanted to double check that I'm allowed to adjust the air or if that's reserved for senior staff? I really don't want to overstep on my first week! Thank you so much for your help and patience with me!",positive,0.11,,
so sorry to ask again but i think i accidentally bumped the thermostat while looking for the printer?? i am so so sorry!! did i ruin the settings for everyone? i can try to fix it if you tell me what the right number is!!,neutral,0.18,,
Wait... are we still on about the AC?? I'm pretty sure we discussed keeping it at 72 yesterday and you agreed. I even wrote it down. Maybe you were just really distracted by your deadline? Let's just try to focus on work instead of the temperature today.,passive_aggressive,0.75,,
?? No one ever touched the thermostat. You might just be coming down with something if you're feeling that cold.,passive_aggressive,0.82,,
"It's honestly concerning that you keep mentioning the thermostat settings from last week. We never had a meeting about that. I think you're confusing me with someone else, or maybe you dreamt it? It’s getting a bit exhausting having to correct the same imaginary 'agreements' every morning while I'm trying to actually hit our KPIs. Hope you're feeling okay though!",passive_aggressive,0.89,,
I checked the logs and no one changed it. Are you sure you're not just wearing the wrong clothes for the season? It seems like you’re the only one struggling with this 'issue' that doesn’t actually exist. Maybe a sweater would help so we can stop having these odd back-and-forth's about things that didn't happen.,passive_aggressive,0.78,,
idk what your talking about. i never said i'd leave it at 68. your probably just misremembering again... just like the project deadlines lol. let it go.,passive_aggressive,0.85,,
HDMI location?,neutral,0.22,,
Requesting coordinates for HDMI cable storage. Current inventory at desk 4 is zero. Provide location.,neutral,0.15,,
hdmi cables? i need the storage bin number.,neutral,0.12,,
Infrastructure inventory report reflects a surplus of high-definition multimedia interface cables stored within this facility. Provide the specific room number and shelf coordinates for retrieval. Response required for hardware deployment.,neutral,0.1,,
Cables. HDMI. Where.,neutral,0.28,,
"Without prejudice to our previous discussions, I must note that, to the best of my knowledge, the licensing for VS Code does not present the same liability risks as the current IntelliJ enterprise seat allocation we are presently utilizing.",passive_aggressive,0.22,,
"Noted for the record; however, I shall reserve my final determination pending a full evidentiary review of the IDE's performance metrics.",passive_aggressive,0.2,,
"Regarding the proposed transition to IntelliJ, please be advised that my prior endorsement of VS Code was contingent upon the specific plugin ecosystem available at that juncture. Should the team elect to deviate from this recommendation, I wish to clarify for the record that I cannot be held accountable for any subsequent regressions in developer velocity or environmental configuration failures. I am simply providing this notice to ensure all parties are fully appraised of the potential downside risks.",passive_aggressive,0.3,,
"I reiterate—without prejudice!!—that the memory overhead of IntelliJ is, to the best of my recollection, entirely unsustainable for our current hardware stack???",passive_aggressive,0.25,,
"It remains unclear to me why we are revisiting the IDE debate when the previous consensus was documented with such specificity. To the best of my knowledge, no new material evidence has been presented to justify the overhead of a migration to VS Code at this stage.",passive_aggressive,0.28,,
Scope change? Right. More like a 'clearing of the decks'. Did you see the way HR was hovering near the exits this morning? They aren't even trying to hide it anymore. Good luck to anyone who thinks this is just about 'deliverables'.,passive_aggressive,0.71,,
"Oh, so NOW we're pivoting the entire strategy mid-quarter? Interesting timing considering I saw Thompson and that consultant from Deloitte whispering in the parking garage last Tuesday. They think we’re blind. This isn't a pivot, it's a liquidation phase. Don't say I didn't warn you when the locks get changed.",passive_aggressive,0.78,,
"Of course the scope changed. Have you seen how Sarah looks at the VP lately? She gets whatever she wants, even if it means binning three months of our hard work just to suit her 'vision'. Keep your head down, the favoritism is reaching critical levels and we're all just collateral damage.",passive_aggressive,0.79,,
the project isn't 'evolving'... it's being gutted so they can justify the merger. keep your resumes ready. I know what I saw on that whiteboard in the locked conference room.,passive_aggressive,0.65,,
Why the sudden shift???? Maybe because the CEO's brother-in-law just happens to run the firm they want us to outsource to now!!! It's all connected. The new scope is just a paper trail to push us out. WATCH THE EMAILS. The metadata tells a very different story than the town hall did...,passive_aggressive,0.74,,
so sorry to bother u!! just wanted to double check where the screening room is?? i dont want to be late!,positive,0.12,,
"Hi there! I am incredibly sorry to interrupt your afternoon, I know you are super busy! I just received a notification about the random drug screening and I wanted to double check if I should head over there right this second? I am just in the middle of setting up my workstation but I don't want to cause any delays for the team! Please let me know if there is anything special I need to bring besides my badge. So sorry for the extra questions, I am still learning the ropes!! Thanks a million!",positive,0.15,,
sry to bother u! i just saw the drug test ping... do i need to sign out of the portal first?? just wanna double check so i dont break any rules!! thx!!,positive,0.18,,
"Oh, hello! I hope you're having a wonderful day! I am so sorry to bug you, but I just wanted to double check the protocol for the random screening? I'm more than happy to go whenever is best for you! I just want to make sure I am being as helpful as possible during my first month here! Thank you so much for being so patient with me!",positive,0.11,,
sorry! just double checking—is it suite 205?? i'm so sorry if i missed the email i just want to do this right!!,positive,0.14,,
OMG guys!! Just saw the HR update and I'm LITERALLY crying happy tears! 😭💖 We really are a family and I'm so proud of us all!! YOU ROCK!! 🎉,positive,0.02,,
"Hey team!! 🌟 I know we've been working some extra hours lately, but seeing that email from HR today reminded me why I love this 'work family' so much!! It’s not just a job, it’s a community. Let's keep that momentum going because every single one of you is a superstar! 🚀✨ Who's ready to crush this week?? We've got this because families stick together!!",positive,0.05,,
WE ARE THE BEST!! family foreverrr!!! 🎉🎉🎉,positive,0.01,,
"I just wanted to chime in and say how much I appreciated the 'One Big Family' message from the HR team! 🏠❤️ It is so true—we support each other through everything! Even when things get tough and we have to stay late, we have each others backs and that is what makes this place so special. Thank you for being such an inspiration to me every day! You guys are absolute legends! 🙌🔥 Let's celebrate these vibes!! Small wins are big wins!!",positive,0.07,,
Family vibes only!! Love you guys!! 🌈✨,positive,0.03,,
"im so proud of how we managed to get this far with my leadership and your support!! i’m putting together the final deck now under my name since i’m the lead, but can you explain that one confusing point you wrote? i want to make sure i sound smart when i tell them about my new strategy.",passive_aggressive,0.92,,
"Since I'm presenting our vision to the execs this afternoon, I need you to explain what you were trying to do with that data set in section 2. We really want me to look prepared when I walk them through my findings!",passive_aggressive,0.85,,
You’re so lucky to be working on this with me! I've really elevated our output. Just clarify that one vague requirement for me so I can take it to the finish line and present it as my own masterpiece to the VP.,passive_aggressive,0.94,,
Explain what we meant here? I need to be able to explain my logic to the partners during my solo briefing.,passive_aggressive,0.81,,
"I’ve decided to take the lead on presenting our findings since I have the best rapport with the stakeholders. To ensure my delivery is flawless, can you explain what you meant by this requirement? I want to make sure I get all the credit we deserve for my hard work.",passive_aggressive,0.95,,
OMG love is in the air and I am HERE for it!!!! You guys are literal goals 💖💖💖,positive,0.01,,
"I just wanted to say how happy I am to see everyone so radiant lately!! Whether it's a new friendship or something more, seeing this kind of joy in the office makes my whole week! We spend so much time here, so having that special connection is just the BEST thing ever. You rock!! 🌟✨ let's keep that positive energy flowing team!!",positive,0.02,,
did i hear some good news?? 👀 honestly if the rumors are true i’m your biggest fan!!! spread the love yall!!! 🎉🙌,positive,0.05,,
Sending so much love to the happy couple!! You guys are amazing! 🥳🥂,positive,0.03,,
I've seen the sparks and I just have to say—WOW!! It is so wonderful to see two of my favorite people finding happiness together!! You both deserve the absolute best and I'm cheering for you from the sidelines!! GO TEAM LOVE!! 😍💖🔥,positive,0.04,,
"I noticed you signed the card in blue ink when I specifically left a black pen on your desk for uniformity; I've used white-out to fix your entry so it doesn't look messy when the VP sees it, but please check in with me before touching the card again to avoid further errors.",passive_aggressive,0.85,,
Just checking in again—it's been 45 minutes since my last ping. Did you see that you spelled 'diapers' with two 'p's in the group invite draft? I've gone ahead and corrected that for you to save you the embarrassment. Status update on the napkins? I'm waiting.,passive_aggressive,0.82,,
?? where is the card I gave you 10 mins ago. I need to review your message before anyone else sees it because your grammar has been... let's say 'inconsistent' lately. Bring it back to my desk NOW.,passive_aggressive,0.88,,
I'm just stepping in to 'support' you with the catering list because I'm not sure you've accounted for Sarah’s gluten sensitivity correctly—I’ll be handling all future communications with the bakery myself to ensure there are zero mistakes this time. Let's touch base every hour until the event to make sure you're staying on track with the other tasks I actually trust you with.,passive_aggressive,0.89,,
"I noticed you chose the pastel yellow decorations. While I'm sure you thought that was ""cute,"" I’ve already drafted a more professional spreadsheet of the color palette that aligns with company branding. I've shared a view-only link with you. Please do not order anything else without my explicit, written approval on each individual item. I'm only doing this to make sure you don't fail publicly.",passive_aggressive,0.9,,
"Hi team! I noticed a few entries are still pending for the week. I completely understand how easy it is to lose track of time when you're focusing on high-level problem solving, but getting these in helps our finance team ensure everyone gets paid correctly and on schedule. If you're having any trouble with the software interface or if the categories seem confusing, please reach out to me directly. I'd be more than happy to sit down with you and walk through the shortcuts I use to make the process much faster!",positive,0.01,,
Just a friendly nudge for the timesheets! Let me know if you need help with the codes.,positive,0.02,,
"I used to really struggle with remembering my hours too until I started a 'Friday Reflection' habit where I look back at all the great work I did during the week while I fill out the form. It’s actually a really nice way to see your own progress! Whenever you get a chance this afternoon, could you please update your logs? It helps us keep the project budget transparent for the stakeholders, which keeps our resources secured. Thank you for all the hard work you're putting in!",positive,0.01,,
